"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"56d84fd","2023-07-21_16h04.54.447","idiolect_t2","left",5.3749,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"56d84fd","2023-07-21_16h04.54.447","idiolect_t2","left",2.3428,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"56d84fd","2023-07-21_16h04.54.447","idiolect_t2","left",4.6925,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"56d84fd","2023-07-21_16h04.54.447","idiolect_t2","left",5.3419,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.9818,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.3404,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",5.2707,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.5085,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.0556,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.8375,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",4.0521,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.6441,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.2021,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.4724,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",4.0226,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.2316,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.6085,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",3.2448,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.0321,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.0113,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.3186,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",5.5045,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.9276,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.7804,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.1185,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.8239,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.1813,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.3129,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.6795,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.3433,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.531,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.4865,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.7415,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.418,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",3.7975,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.7798,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.3692,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.3641,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",2.866,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",4.3158,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",3.6465,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",3.5856,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","right",4.8043,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"571a6e3","2023-06-20_15h53.49.888","idiolect_t1","left",4.2251,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","left",6.0654,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","left",2.8581,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","right",3.7127,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","right",3.4129,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","left",3.1133,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","left",3.1416,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"571a6e3","2023-07-23_11h10.27.623","idiolect_t2","left",3.5057,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
